trade_date,symbol,value,momentum,low_volatility,circ_mv,forward_return,benchmark_return,usable_from,signal_at,execution_at
2018-01-31,FIX024,1.849753521,-0.9614246203,0.2986198047,93821.33259,0.01874527405,-0.02339202879,2018-01-31T17:30:00+08:00,2018-01-31T18:00:00+08:00,2018-02-01T09:30:00+08:00
2018-01-31,FIX025,1.798023461,-3.132557176,1.352073573,16271.06692,-0.04943216053,-0.02339202879,2018-01-31T17:30:00+08:00,2018-01-31T18:00:00+08:00,2018-02-01T09:30:00+08:00
2018-01-31,FIX026,2.527462818,-2.929057729,1.716484683,67778.5653,-0.02475573339,-0.02339202879,2018-01-31T17:30:00+08:00,2018-01-31T18:00:00+08:00,2018-02-01T09:30:00+08:00
2018-01-31,FIX027,1.434426371,0.2906325452,0.4568794064,18555.52712,-0.02606322689,-0.02339202879,2018-01-31T17:30:00+08:00,2018-01-31T18:00:00+08:00,2018-02-01T09:30:00+08:00
2018-01-31,FIX028,0.8860393789,-1.32795881,0.7336348937,5550.43807,-0.02671339175,-0.02339202879,2018-01-31T17:30:00+08:00,2018-01-31T18:00:00+08:00,2018-02-01T09:30:00+08:00
2018-01-31,FIX029,2.455049499,-0.2959620856,0.7646990979,15924.79005,-0.05300870774,-0.02339202879,2018-01-31T17:30:00+08:00,2018-01-31T18:00:00+08:00,2018-02-01T09:30:00+08:00
2018-01-31,FIX030,1.313010332,0.5740142802,0.4757243522,18920.47053,0.01040738221,-0.02339202879,2018-01-31T17:30:00+08:00,2018-01-31T18:00:00+08:00,2018-02-01T09:30:00+08:00
2018-01-31,FIX031,0.3063322237,-1.011379447,-0.153415744,15524.3386,0.08916359731,-0.02339202879,2018-01-31T17:30:00+08:00,2018-01-31T18:00:00+08:00,2018-02-01T09:30:00+08:00
2018-01-31,FIX032,0.532620767,-3.10853112,-1.241822744,42432.68839,0.009493656388,-0.02339202879,2018-01-31T17:30:00+08:00,2018-01-31T18:00:00+08:00,2018-02-01T09:30:00+08:00
2018-01-31,FIX033,2.777180271,0.1033383932,0.2056223496,25182.92066,0.03793202415,-0.02339202879,2018-01-31T17:30:00+08:00,2018-01-31T18:00:00+08:00,2018-02-01T09:30:00+08:00
2018-01-31,FIX034,1.735484065,-1.212912801,2.273204043,35898.81482,0.03063677753,-0.02339202879,2018-01-31T17:30:00+08:00,2018-01-31T18:00:00+08:00,2018-02-01T09:30:00+08:00
2018-01-31,FIX035,0.002770869802,-2.17533968,0.09088509795,44501.94981,-0.006017857283,-0.02339202879,2018-01-31T17:30:00+08:00,2018-01-31T18:00:00+08:00,2018-02-01T09:30:00+08:00
2018-01-31,FIX036,1.884673711,-2.081060521,0.9188617702,25950.28249,0.03780806249,-0.02339202879,2018-01-31T17:30:00+08:00,2018-01-31T18:00:00+08:00,2018-02-01T09:30:00+08:00
2018-01-31,FIX037,2.212572818,-0.8636577384,0.06601660119,63174.4989,0.02430898206,-0.02339202879,2018-01-31T17:30:00+08:00,2018-01-31T18:00:00+08:00,2018-02-01T09:30:00+08:00
2018-01-31,FIX038,2.45037694,-0.5553552296,1.564764787,28344.14245,0.02212194752,-0.02339202879,2018-01-31T17:30:00+08:00,2018-01-31T18:00:00+08:00,2018-02-01T09:30:00+08:00
2018-01-31,FIX039,2.481527601,-0.3592756914,1.015373837,20216.76223,-0.05774029847,-0.02339202879,2018-01-31T17:30:00+08:00,2018-01-31T18:00:00+08:00,2018-02-01T09:30:00+08:00
2018-02-28,FIX000,-0.3735895698,-1.050096849,0.6385345674,20392.74195,-0.01512180866,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX001,1.786172013,-2.029489944,1.215578317,54642.0074,-0.01544755934,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX002,2.322457182,-1.35626779,-0.1165943867,23085.82679,0.01945639593,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX003,2.829186048,-0.3269519301,-0.6613658298,48088.78817,0.04165799896,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX004,1.914601754,-1.860084966,2.015213254,66740.71475,-0.05498978806,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX005,2.249072534,-0.6347413633,-0.9568475608,16638.7694,-0.02583859722,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX006,1.015324983,-0.2134648492,0.1322947397,11800.12378,0.01409685308,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX007,0.8389101191,-2.446377592,0.6705515011,28177.00057,-0.02724574296,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX008,1.037740388,-2.005914595,-0.01218077944,16989.24907,-0.01264130331,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX009,0.817716047,-0.620558079,0.5527995525,20298.04142,-0.003945452023,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX010,0.6840586743,-1.675863279,1.154498442,76709.20236,0.003425461748,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX011,4.37497446,-1.759193659,-0.687427866,14155.212,0.0203552691,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX012,1.410523086,-0.1294768378,0.2584063626,43708.34106,-0.002200132455,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX013,1.743692495,-1.892477752,-0.7045826676,25768.00605,0.009442172349,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX014,1.171088165,-1.747170001,0.06190200158,41062.13212,-0.04615254894,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX015,0.1360130026,0.002698764415,-0.7677292036,8436.970818,-0.01907164927,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX016,2.231808956,-1.727059163,0.6160132997,22743.83515,-0.01964618995,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX017,1.846665056,-3.105800092,-0.03630404461,3201.885199,0.02635545166,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX018,1.35066104,0.3597161931,0.04168341352,31732.86078,-0.007065332548,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX019,2.234559713,-2.082722201,0.9411894005,21755.932,0.0191478445,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX020,0.1778843265,-0.7918285202,0.6947289897,14760.41171,-0.07622311347,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX021,1.51636867,0.2738249004,0.07017599712,77528.00562,-0.04666464112,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX022,2.552386044,-2.488988215,2.500576581,24952.80195,-0.05009037782,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX023,2.433151189,-1.951946293,0.2902057377,55519.27046,0.01699223828,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX024,1.257136372,-0.2061900222,0.7251711793,31183.47453,-0.02514431259,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX025,0.8445928236,-3.192066787,1.701005265,15038.24686,0.009121867932,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX026,2.665372452,-0.857854466,1.859369998,27985.08139,-0.02399216264,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX027,1.368411295,0.4113286765,0.9236206112,18601.42168,0.008816392992,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX028,0.4704838713,-1.417048279,0.2641197725,3982.676197,-0.02037607225,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX029,2.000549198,0.205408562,0.07811668658,48376.99105,-0.045491563,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX030,1.56446742,0.1051007885,-0.254485877,84210.86975,0.02584864643,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX031,0.9706854804,-1.076124635,0.1582142665,110216.2616,0.005776214334,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX032,0.4572729025,-1.958719911,-0.7940015831,14893.21915,0.0008281920439,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX033,4.284435515,0.9124454104,1.071085099,55361.84074,0.02771144646,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX034,1.103728379,-1.533103601,2.275850369,6299.977254,-0.01658259116,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX035,1.339377416,-1.98402265,0.07897916587,63704.77285,-0.002049769085,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX036,1.73461103,-2.028070568,0.7511136845,23064.38848,-0.02805272485,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX037,1.578721568,-0.974830929,-0.05649534396,74672.15977,0.01575184031,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX038,2.143609578,-1.062300468,2.147105004,42278.12774,-0.04543881874,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-02-28,FIX039,2.920576716,-1.008071721,0.7269053546,11232.99303,0.06803124294,0.0168760285,2018-02-28T17:30:00+08:00,2018-02-28T18:00:00+08:00,2018-03-01T09:30:00+08:00
2018-03-31,FIX000,0.1199084043,-1.546180194,1.592771181,12774.6815,-0.04628121457,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX001,2.259269618,-1.378531658,1.510793444,95485.20716,-0.06489585779,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX002,2.421818577,-0.3869883662,-0.0709448476,6957.519657,0.05668680604,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX003,2.730439671,-0.4050934255,-0.4283016511,17484.25192,0.07501792605,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX004,2.340605381,-0.7738240049,2.20747919,26816.47107,0.003030764681,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX005,2.984011528,-0.4198227548,-1.219614863,18733.8235,0.03328584816,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX006,-1.207209989,-0.5357210353,-0.3930183061,11093.5353,-0.000764411091,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX007,-0.2909047365,-1.566218826,0.8873871237,8214.426356,-0.005839946614,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX008,0.629019176,-3.13755279,-0.4416469958,3537.866351,-0.06430685626,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX009,0.1969807489,-0.2151223242,0.4865556201,65555.1225,-0.03006195397,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX010,1.679259461,-2.978520213,0.1541178175,116187.653,-0.02367540933,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX011,4.245667909,-1.278537766,-0.9786383574,15590.83727,0.04948108588,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX012,0.9814786953,-0.1634955695,0.2141022598,78607.83848,0.01130018095,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX013,1.556426256,-2.354563806,-0.0678750685,79959.45345,-0.03400124391,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX014,1.870826091,-1.068520131,0.7920639174,77356.86886,0.05025560128,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX015,-0.3405943121,-0.3232606832,0.1212576059,3539.578986,-0.03697025904,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX016,1.59155391,-1.453909205,0.8298068144,31837.51585,-0.00285809678,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX017,2.047184107,-3.022135482,0.8019745314,131675.9048,-0.03705700635,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX018,2.374877545,-0.1057227134,-0.1130695645,19171.7417,0.06416133863,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX019,2.414585263,-2.825978322,0.9089921958,40093.02937,0.01197176938,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX020,-0.3602666418,-0.4937147533,0.4790989106,19459.13489,-0.04739643314,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX021,2.166611176,-0.4999771634,0.1907649195,53084.22957,-0.01226488347,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX022,2.191119659,-2.176536144,2.52453232,4998.958249,-0.02123183076,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX023,1.345861054,-1.45130651,0.06569777141,4094.756386,-0.009242638734,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX024,0.8543485439,0.4445537345,0.5597562874,19495.37753,-0.05200068764,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX025,0.9621848239,-2.384630297,1.386929872,65208.60724,0.001424985436,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX026,2.33843552,-1.32407068,1.989195378,19648.29115,0.001093843487,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX027,1.58009229,-0.312025936,0.1395064663,6117.61088,0.01472731791,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX028,1.295911504,-1.239934865,0.1434941361,45400.30256,-0.01442538049,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX029,2.143467432,0.6829141906,-0.2909569126,29966.02005,-0.03323475343,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX030,1.712656433,-0.3989706109,-0.02670767695,9475.736308,-0.005058372968,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX031,0.8671405145,-0.7740883816,1.015267826,34216.7169,0.07946742527,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX032,0.4744443655,-2.870563049,-0.2090328046,112335.1735,-0.04144292375,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX033,4.288659474,0.5745601645,0.02610353658,6463.43082,0.01754473717,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX034,-0.245770755,-1.034239199,2.644780564,3899.988096,0.02549047528,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX035,0.1975512123,-2.2176234,0.04028637683,7881.62158,-0.01624066911,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX036,1.42670208,-1.400061953,1.250121282,11210.96201,0.04519969672,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX037,2.309587368,-1.397625442,-0.1299270247,32363.20468,0.05695029072,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX038,2.671898583,-1.208504619,1.868147202,38154.84264,0.003528167353,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-03-31,FIX039,2.657510631,-0.1090800266,1.806701992,9386.186452,-0.03013925503,0.002162390667,2018-03-31T17:30:00+08:00,2018-03-31T18:00:00+08:00,2018-04-02T09:30:00+08:00
2018-04-30,FIX000,0.7873944935,-1.281780608,2.160655206,107225.7226,0.01393290128,0.03756649647,2018-04-30T17:30:00+08:00,2018-04-30T18:00:00+08:00,2018-05-01T09:30:00+08:00
2018-04-30,FIX001,2.586289238,-0.556292671,1.661660475,20065.7245,-0.0169114955,0.03756649647,2018-04-30T17:30:00+08:00,2018-04-30T18:00:00+08:00,2018-05-01T09:30:00+08:00
2018-04-30,FIX002,1.080271914,-1.009499087,-0.3211518342,5150.719918,-0.01241866771,0.03756649647,2018-04-30T17:30:00+08:00,2018-04-30T18:00:00+08:00,2018-05-01T09:30:00+08:00
2018-04-30,FIX003,2.283667259,-1.113302078,0.2119036303,47051.45957,-0.02007759692,0.03756649647,2018-04-30T17:30:00+08:00,2018-04-30T18:00:00+08:00,2018-05-01T09:30:00+08:00
2018-04-30,FIX004,1.2837368,-1.492917351,2.793539706,2244.839172,0.01544035025,0.03756649647,2018-04-30T17:30:00+08:00,2018-04-30T18:00:00+08:00,2018-05-01T09:30:00+08:00
2018-04-30,FIX005,2.825420812,-0.2689367527,-1.559271234,5173.755852,0.003160818683,0.03756649647,2018-04-30T17:30:00+08:00,2018-04-30T18:00:00+08:00,2018-05-01T09:30:00+08:00
2018-04-30,FIX006,-0.493887338,-0.1421552869,-0.492853857,25949.25695,-0.0434114887,0.03756649647,2018-04-30T17:30:00+08:00,2018-04-30T18:00:00+08:00,2018-05-01T09:30:00+08:00
2018-04-30,FIX007,0.1783118108,-2.22662494,1.419146631,16044.30053,0.0006144771401,0.03756649647,2018-04-30T17:30:00+08:00,2018-04-30T18:00:00+08:00,2018-05-01T09:30:00+08:00
2018-04-30,FIX008,1.2166312,-2.888202973,0.2097333582,29767.33131,-0.03706690479,0.03756649647,2018-04-30T17:30:00+08:00,2018-04-30T18:00:00+08:00,2018-05-01T09:30:00+08:00
2018-04-30,FIX009,0.7115604357,-1.259869861,-0.6081197435,10704.61423,-0.05712104837,0.03756649647,2018-04-30T17:30:00+08:00,2018-04-30T18:00:00+08:00,2018-05-01T09:30:00+08:00
2018-04-30,FIX010,2.382413393,-1.399672099,-0.05922832571,75648.8312,0.02892435472,0.03756649647,2018-04-30T17:30:00+08:00,2018-04-30T18:00:00+08:00,2018-05-01T09:30:00+08:00
2018-04-30,FIX011,3.630131795,-0.5706439889,0.3610303586,20890.93344,0.04563297034,0.03756649647,2018-04-30T17:30:00+08:00,2018-04-30T18:00:00+08:00,2018-05-01T09:30:00+08:00
2018-04-30,FIX012,1.288099252,-0.5252217869,0.2775550771,37077.81119,-0.07901715623,0.03756649647,2018-04-30T17:30:00+08:00,2018-04-30T18:00:00+08:00,2018-05-01T09:30:00+08:00
